,Company Name,Detail,Status Rocket, Rocket,Status Mission,Year,Month,Day of Week,Date,Time in Min,Country
0,SpaceX,Falcon 9 Block 5 | Starlink V1 L9 & BlackSky,StatusActive,50.0 ,Success,2020,Aug,Fri,7,312.0,USA
1,CASC,Long March 2D | Gaofen-9 04 & Q-SAT,StatusActive,29.75 ,Success,2020,Aug,Thu,6,241.0,China
2,SpaceX,Starship Prototype | 150 Meter Hop,StatusActive,,Success,2020,Aug,Tue,4,1437.0,USA
3,Roscosmos,Proton-M/Briz-M | Ekspress-80 & Ekspress-103,StatusActive,65.0 ,Success,2020,Jul,Thu,30,1285.0,Kazakhstan
4,ULA,Atlas V 541 | Perseverance,StatusActive,145.0 ,Success,2020,Jul,Thu,30,710.0,USA
5,CASC,"Long March 4B | Ziyuan-3 03, Apocalypse-10 & NJU-HKU 1",StatusActive,64.68 ,Success,2020,Jul,Sat,25,193.0,China
6,Roscosmos,Soyuz 2.1a | Progress MS-15,StatusActive,48.5 ,Success,2020,Jul,Thu,23,866.0,Kazakhstan
7,CASC,Long March 5 | Tianwen-1,StatusActive,,Success,2020,Jul,Thu,23,281.0,China
8,SpaceX,Falcon 9 Block 5 | ANASIS-II,StatusActive,50.0 ,Success,2020,Jul,Mon,20,1290.0,USA
9,JAXA,H-IIA 202 | Hope Mars Mission,StatusActive,90.0 ,Success,2020,Jul,Sun,19,1318.0,Japan
10,Northrop,Minotaur IV | NROL-129,StatusActive,46.0 ,Success,2020,Jul,Wed,15,826.0,USA
11,ExPace,"Kuaizhou 11 | Jilin-1 02E, CentiSpace-1 S2",StatusActive,28.3 ,Failure,2020,Jul,Fri,10,257.0,China
12,CASC,Long March 3B/E | Apstar-6D,StatusActive,29.15 ,Success,2020,Jul,Thu,9,731.0,China
13,IAI,Shavit-2 | Ofek-16,StatusActive,,Success,2020,Jul,Mon,6,60.0,Israel
14,CASC,Long March 2D | Shiyan-6 02,StatusActive,29.75 ,Success,2020,Jul,Sat,4,1424.0,China
15,Rocket Lab,Electron/Curie | Pics Or It Didn??¦t Happen,StatusActive,7.5 ,Failure,2020,Jul,Sat,4,1279.0,New Zealand
16,CASC,Long March 4B | Gaofen Duomo & BY-02,StatusActive,64.68 ,Success,2020,Jul,Fri,3,190.0,China
17,SpaceX,Falcon 9 Block 5 | GPS III SV03,StatusActive,50.0 ,Success,2020,Jun,Tue,30,1210.0,USA
18,CASC,Long March 3B/E | Beidou-3 G3,StatusActive,29.15 ,Success,2020,Jun,Tue,23,103.0,China
19,CASC,"Long March 2D | Gaofen-9 03, Pixing III A & HEAD-5",StatusActive,29.75 ,Success,2020,Jun,Wed,17,439.0,China
20,SpaceX,Falcon 9 Block 5 | Starlink V1 L8 & SkySat 16 to 18,StatusActive,50.0 ,Success,2020,Jun,Sat,13,561.0,USA
21,Rocket Lab,Electron/Curie | Don't stop me now!,StatusActive,7.5 ,Success,2020,Jun,Sat,13,312.0,New Zealand
22,CASC,Long March 2C | Haiyang-1D,StatusActive,30.8 ,Success,2020,Jun,Wed,10,1111.0,China
23,SpaceX,Falcon 9 Block 5 | Starlink V1 L7,StatusActive,50.0 ,Success,2020,Jun,Thu,4,85.0,USA
24,CASC,Long March 2D | Gaofen-9-02 & HEAD-4,StatusActive,29.75 ,Success,2020,May,Sun,31,533.0,China
25,SpaceX,Falcon 9 Block 5 | SpaceX Demo-2,StatusActive,50.0 ,Success,2020,May,Sat,30,1162.0,USA
26,CASC,Long March 11 | XJS-G and XJS-H,StatusActive,5.3 ,Success,2020,May,Fri,29,1213.0,China
27,Virgin Orbit,LauncherOne | Demo Flight,StatusActive,12.0 ,Failure,2020,May,Mon,25,1190.0,USA
28,VKS RF,Soyuz 2.1b/Fregat-M | Cosmos 2546,StatusActive,,Success,2020,May,Fri,22,451.0,Russia
29,MHI,H-IIB | HTV-9,StatusRetired,112.5 ,Success,2020,May,Wed,20,1051.0,Japan
30,ULA,Atlas V 501 | OTV-6 (USSF-7),StatusActive,120.0 ,Success,2020,May,Sun,17,794.0,USA
31,ExPace,Kuaizhou 1A | Xingyun-2 01 (Wuhan) & 02,StatusActive,,Success,2020,May,Tue,12,76.0,China
32,CASC,Long March 5B | Test Flight (New Crew Capsule),StatusActive,,Success,2020,May,Tue,5,600.0,China
33,Roscosmos,Soyuz 2.1a | Progress MS-14,StatusActive,48.5 ,Success,2020,Apr,Sat,25,111.0,Kazakhstan
34,SpaceX,Falcon 9 Block 5 | Starlink V1 L6,StatusActive,50.0 ,Success,2020,Apr,Wed,22,1170.0,USA
35,IRGC,Qased | Noor 1,StatusActive,,Success,2020,Apr,Wed,22,239.0,Shahrud Missile Test Site
36,CASC,Long March 3B/E | Nusantara Dua,StatusActive,29.15 ,Failure,2020,Apr,Thu,9,706.0,China
37,Roscosmos,Soyuz 2.1a | Soyuz MS-16,StatusActive,48.5 ,Success,2020,Apr,Thu,9,485.0,Kazakhstan
38,ULA,Atlas V 551 | AEHF 6,StatusActive,153.0 ,Success,2020,Mar,Thu,26,1218.0,USA
39,CASC,Long March 2C | Yaogan-30-06,StatusActive,30.8 ,Success,2020,Mar,Tue,24,223.0,China
40,Arianespace,Soyuz 2.1b/Fregat | OneWeb #3,StatusActive,48.5 ,Success,2020,Mar,Sat,21,1026.0,Kazakhstan
41,SpaceX,Falcon 9 Block 5 | Starlink V1 L5,StatusActive,50.0 ,Success,2020,Mar,Wed,18,736.0,USA
42,VKS RF,Soyuz 2.1b/Fregat-M | Cosmos 2545,StatusActive,,Success,2020,Mar,Mon,16,1108.0,Russia
43,CASC,Long March 7A | XJY-6,StatusActive,,Failure,2020,Mar,Mon,16,814.0,China
44,CASC,Long March 3B/E | Beidou-3 G2,StatusActive,29.15 ,Success,2020,Mar,Mon,9,715.0,China
45,SpaceX,Falcon 9 Block 5 | CRS-20,StatusActive,50.0 ,Success,2020,Mar,Sat,7,290.0,USA
46,VKS RF,Soyuz 2.1a/Fregat-M | Meridian-M n†­19L,StatusActive,48.5 ,Success,2020,Feb,Thu,20,504.0,Russia
47,CASC,Long March 2D | XJS-C to F,StatusActive,29.75 ,Success,2020,Feb,Wed,19,1267.0,China
48,Arianespace,Ariane 5 ECA | JCSAT-17 & GEO-KOMPSAT 2B,StatusActive,200.0 ,Success,2020,Feb,Tue,18,1338.0,France
49,SpaceX,Falcon 9 Block 5 | Starlink V1 L4,StatusActive,50.0 ,Success,2020,Feb,Mon,17,905.0,USA
50,Northrop,Antares 230+ | CRS NG-13,StatusActive,85.0 ,Success,2020,Feb,Sat,15,1221.0,USA
51,ULA,Atlas V 411 | Solar Orbiter,StatusActive,115.0 ,Success,2020,Feb,Mon,10,243.0,USA
52,ISA,Simorgh | Zafar 1,StatusActive,,Failure,2020,Feb,Sun,9,948.0,Iran
53,MHI,H-IIA 202 | IGS-Optical 7,StatusActive,90.0 ,Success,2020,Feb,Sun,9,94.0,Japan
54,Arianespace,Soyuz 2.1b/Fregat | OneWeb #2,StatusActive,48.5 ,Success,2020,Feb,Thu,6,1302.0,Kazakhstan
55,Rocket Lab,Electron/Curie | Birds of a Feather / NROL-151,StatusActive,7.5 ,Success,2020,Jan,Fri,31,176.0,New Zealand
56,SpaceX,Falcon 9 Block 5 | Starlink V1 L3,StatusActive,50.0 ,Success,2020,Jan,Wed,29,846.0,USA
57,SpaceX,Falcon 9 Block 5 | Crew Dragon Inflight Abort Test,StatusActive,50.0 ,Success,2020,Jan,Sun,19,930.0,USA
58,Arianespace,Ariane 5 ECA | Eutelsat Konnect BB4A & GSAT-30,StatusActive,200.0 ,Success,2020,Jan,Thu,16,1265.0,France
59,ExPace,Kuaizhou 1A | Yinhe-1,StatusActive,,Success,2020,Jan,Thu,16,182.0,China
60,CASC,Long March 2D | Jilin-1 Wideband 01 & ??uSat-7/8,StatusActive,29.75 ,Success,2020,Jan,Wed,15,173.0,China
61,CASC,Long March 3B/E | TJSW-5,StatusActive,29.15 ,Success,2020,Jan,Tue,7,920.0,China
62,SpaceX,Falcon 9 Block 5 | Starlink V1 L2,StatusActive,50.0 ,Success,2020,Jan,Tue,7,139.0,USA
63,CASC,Long March 5 | Shijian-20,StatusActive,,Success,2019,Dec,Fri,27,765.0,China
64,VKS RF,"Rokot/Briz KM | Gonets-M ???24, 25, 26 [block-15] & Blits-M1",StatusRetired,41.8 ,Success,2019,Dec,Thu,26,1391.0,Russia
65,Roscosmos,Proton-M/DM-3 | Elektro-L n†­3,StatusActive,65.0 ,Success,2019,Dec,Tue,24,723.0,Kazakhstan
66,ULA,Atlas V N22 | Starliner OFT,StatusActive,,Success,2019,Dec,Fri,20,696.0,USA
67,CASC,"Long March 4B | CBERS-4A, ETRSS-1 & Others",StatusActive,64.68 ,Success,2019,Dec,Fri,20,202.0,China
68,Arianespace,"Soyuz ST-A/Fregat-M | CSG-1, CHEOPS & Others",StatusActive,,Success,2019,Dec,Wed,18,534.0,France
69,SpaceX,Falcon 9 Block 5 | JCSAT-18 / Kacific-1,StatusActive,50.0 ,Success,2019,Dec,Tue,17,10.0,USA
70,CASC,Long March 3B/YZ-1 | BeiDou-3 M19 & M20,StatusActive,,Success,2019,Dec,Mon,16,442.0,China
71,Blue Origin,New Shepard | NS-12,StatusActive,,Success,2019,Dec,Wed,11,1075.0,USA
72,ISRO,PSLV-QL | RISAT 2BR1,StatusActive,21.0 ,Success,2019,Dec,Wed,11,595.0,India
73,VKS RF,Soyuz 2.1b/Fregat | Cosmos 2544,StatusActive,48.5 ,Success,2019,Dec,Wed,11,534.0,Russia
74,ExPace,Kuaizhou 1A | HEAD-2A/B / SpaceTY 16/17 / Tianqi 4A/B,StatusActive,,Success,2019,Dec,Sat,7,532.0,China
75,ExPace,Kuaizhou 1A | Jilin-1 Gaofen-02B,StatusActive,,Success,2019,Dec,Sat,7,175.0,China
76,Roscosmos,Soyuz 2.1a | Progress MS-13 (74P),StatusActive,48.5 ,Success,2019,Dec,Fri,6,574.0,Kazakhstan
77,Rocket Lab,Electron/Curie | Running Out Of Fingers,StatusActive,7.5 ,Success,2019,Dec,Fri,6,498.0,New Zealand
78,SpaceX,Falcon 9 Block 5 | CRS-19,StatusActive,50.0 ,Success,2019,Dec,Thu,5,1049.0,USA
79,CASC,Long March 4C | Gaofen-12,StatusActive,64.68 ,Success,2019,Nov,Wed,27,1432.0,China
80,ISRO,PSLV-XL | Cartosat-3 & Rideshares,StatusActive,31.0 ,Success,2019,Nov,Wed,27,238.0,India
81,Arianespace,Ariane 5 ECA | Inmarsat 5 F5 & TIBA-1,StatusActive,200.0 ,Success,2019,Nov,Tue,26,1283.0,France
82,VKS RF,Soyuz 2.1v/Volga | Cosmos 2542 & 2543,StatusActive,,Success,2019,Nov,Mon,25,1072.0,Russia
83,CASC,Long March 3B/YZ-1 | BeiDou-3 M21 & M22,StatusActive,,Success,2019,Nov,Sat,23,55.0,China
84,ExPace,"Kuaizhou 1A | KL-Alpha A, KL-Alpha B",StatusActive,,Success,2019,Nov,Sun,17,600.0,China
85,CASC,Long March 6 | Ningxia-1 (x5),StatusActive,,Success,2019,Nov,Wed,13,395.0,China
86,ExPace,Kuaizhou 1A | Jilin 1-02A,StatusActive,,Success,2019,Nov,Wed,13,220.0,China
87,SpaceX,Falcon 9 Block 5 | Starlink V1 L1,StatusActive,50.0 ,Success,2019,Nov,Mon,11,896.0,USA
88,CASC,Long March 3B/E | Beidou-3 IGSO-3,StatusActive,29.15 ,Success,2019,Nov,Mon,4,1063.0,China
89,CASC,Long March 4B | Gaofen-7,StatusActive,64.68 ,Success,2019,Nov,Sun,3,202.0,China
90,Northrop,Antares 230+ | CRS NG-12,StatusActive,85.0 ,Success,2019,Nov,Sat,2,839.0,USA
91,Exos,SARGE | Launch 4,StatusActive,,Failure,2019,Oct,Sat,26,1060.0,New Mexico
92,CASC,Long March 3B/E | TJSW-4,StatusActive,29.15 ,Success,2019,Oct,Thu,17,921.0,China
93,Rocket Lab,Electron/Curie | As The Crow Flies,StatusActive,7.5 ,Success,2019,Oct,Thu,17,82.0,New Zealand
94,Northrop,Pegasus XL | ICON,StatusActive,40.0 ,Success,2019,Oct,Fri,11,119.0,USA
95,ILS,Proton-M/Briz-M | Eutelsat 5 West B & MEV-1,StatusActive,65.0 ,Success,2019,Oct,Wed,9,617.0,Kazakhstan
96,CASC,Long March 4C | Gaofen 10 (Replacement),StatusActive,64.68 ,Success,2019,Oct,Fri,4,1131.0,China
97,VKS RF,Soyuz 2.1b/Fregat | Cosmos 2541,StatusActive,48.5 ,Success,2019,Sep,Thu,26,466.0,Russia
98,Roscosmos,Soyuz FG | Soyuz MS-15 (61S),StatusRetired,,Success,2019,Sep,Wed,25,837.0,Kazakhstan
99,CASC,Long March 2D | Yunhai-1-02,StatusActive,29.75 ,Success,2019,Sep,Wed,25,54.0,China
100,MHI,H-IIB | HTV-8,StatusRetired,112.5 ,Success,2019,Sep,Tue,24,965.0,Japan
101,CASC,Long March 3B/YZ-1 | BeiDou-3 M23 & M24,StatusActive,,Success,2019,Sep,Sun,22,1270.0,China
102,CASC,Long March 11 | Zhuhai-1 Group 03,StatusActive,5.3 ,Success,2019,Sep,Thu,19,402.0,China
103,CASC,"Long March 4B | Ziyuan-2D, BNU-1 & Taurus-1",StatusActive,64.68 ,Success,2019,Sep,Thu,12,206.0,China
104,ExPace,Kuaizhou 1A | KX-09 & Others,StatusActive,,Success,2019,Aug,Fri,30,1421.0,China
105,VKS RF,Rokot/Briz KM | Cosmos 2540,StatusRetired,41.8 ,Success,2019,Aug,Fri,30,840.0,Russia
106,ISA,Safir-1B+ | Nahid-1,StatusActive,,Prelaunch Failure,2019,Aug,Thu,29,,Iran
107,ULA,"Delta IV Medium+ (4,2) | GPS III SV02",StatusRetired,164.0 ,Success,2019,Aug,Thu,22,786.0,USA
108,Roscosmos,Soyuz 2.1a | Soyuz MS-14 (60S),StatusActive,48.5 ,Success,2019,Aug,Thu,22,218.0,Kazakhstan
109,Rocket Lab,"Electron/Curie | Look Ma, No Hands!",StatusActive,7.5 ,Success,2019,Aug,Mon,19,732.0,New Zealand
110,CASC,Long March 3B/E | ChinaSat 18,StatusActive,29.15 ,Success,2019,Aug,Mon,19,723.0,China
111,CASC,Jielong-1 | Tianqi-4 & Others,StatusActive,7.5 ,Success,2019,Aug,Sat,17,251.0,China
112,ULA,Atlas V 551 | AEHF 5,StatusActive,153.0 ,Success,2019,Aug,Thu,8,613.0,USA
113,SpaceX,Falcon 9 Block 5 | AMOS-17,StatusActive,50.0 ,Success,2019,Aug,Tue,6,1403.0,USA
114,Arianespace,Ariane 5 ECA | EDRS-C/HYLAS 3 & Intelsat 39,StatusActive,200.0 ,Success,2019,Aug,Tue,6,1170.0,France
115,Roscosmos,Proton-M/Briz-M | Cosmos 2539,StatusActive,65.0 ,Success,2019,Aug,Mon,5,1316.0,Kazakhstan
116,Roscosmos,Soyuz 2.1a | Progress MS-12,StatusActive,48.5 ,Success,2019,Jul,Wed,31,730.0,Kazakhstan
117,VKS RF,Soyuz 2.1a/Fregat-M | Meridian-M n†­18L,StatusActive,48.5 ,Success,2019,Jul,Tue,30,356.0,Russia
118,CASC,Long March 2C | Yaogan-30-05,StatusActive,30.8 ,Success,2019,Jul,Fri,26,237.0,China
119,SpaceX,Falcon 9 Block 5 | CRS-18,StatusActive,50.0 ,Success,2019,Jul,Thu,25,1321.0,USA
120,i-Space,Hyperbola-1 | CAS-7B & Others,StatusActive,,Success,2019,Jul,Thu,25,300.0,China
121,ISRO,GSLV Mk III | Chandrayaan-2 lunar mission,StatusActive,62.0 ,Success,2019,Jul,Mon,22,553.0,India
122,Roscosmos,Soyuz FG | Soyuz MS-13 (59S),StatusRetired,,Success,2019,Jul,Sat,20,988.0,Kazakhstan
123,Roscosmos,Proton-M/DM-3 | Spektr-RG,StatusActive,65.0 ,Success,2019,Jul,Sat,13,751.0,Kazakhstan
124,Arianespace,Vega | Falcon Eye 1,StatusActive,37.0 ,Failure,2019,Jul,Thu,11,113.0,France
125,VKS RF,Soyuz 2.1v/Volga | Cosmos 2535 to 2538,StatusActive,,Success,2019,Jul,Wed,10,1034.0,Russia
126,Roscosmos,"Soyuz 2.1b/Fregat-M | Meteor-M No.2-2, Landmapper-BC 5 & 6, and Others",StatusActive,,Success,2019,Jul,Fri,5,341.0,Russia
127,Exos,SARGE | Launch 3,StatusActive,,Partial Failure,2019,Jun,Sat,29,1080.0,New Mexico
128,Rocket Lab,Electron/Curie | Make it Rain,StatusActive,7.5 ,Success,2019,Jun,Sat,29,270.0,New Zealand
129,SpaceX,Falcon Heavy | STP-2,StatusActive,90.0 ,Success,2019,Jun,Tue,25,390.0,USA
130,CASC,Long March 3B/E | Beidou-3 IGSO-2,StatusActive,29.15 ,Success,2019,Jun,Mon,24,1089.0,China
131,Arianespace,Ariane 5 ECA | Eutelsat 7C &  AT&T T-16,StatusActive,200.0 ,Success,2019,Jun,Thu,20,1303.0,France
132,SpaceX,Falcon 9 Block 5 | RADARSAT Constellation,StatusActive,50.0 ,Success,2019,Jun,Wed,12,857.0,USA
133,CASC,Long March 11H | Jilin-1 & Others,StatusActive,5.3 ,Success,2019,Jun,Wed,5,246.0,Yellow Sea
134,Roscosmos,Proton-M/Briz-M | Yamal-601,StatusActive,65.0 ,Success,2019,May,Thu,30,1062.0,Kazakhstan
135,Roscosmos,Soyuz 2.1b/Fregat-M | Cosmos 2534,StatusActive,,Success,2019,May,Mon,27,383.0,Russia
136,SpaceX,Falcon 9 Block 5 | Starlink V0.9,StatusActive,50.0 ,Success,2019,May,Fri,24,150.0,USA
137,CASC,Long March 4C | Yaogan Weixing-33,StatusActive,64.68 ,Failure,2019,May,Wed,22,1375.0,China
138,ISRO,PSLV-CA | RISAT-2B,StatusActive,21.0 ,Success,2019,May,Wed,22,0.0,India
139,CASC,Long March 3C/E | Beidou-2 G8,StatusActive,,Success,2019,May,Fri,17,948.0,China
140,Rocket Lab,Electron/Curie | That's a Funny Looking Cactus,StatusActive,7.5 ,Success,2019,May,Sun,5,360.0,New Zealand
141,SpaceX,Falcon 9 Block 5 | CRS-17,StatusActive,50.0 ,Success,2019,May,Sat,4,408.0,USA
142,Blue Origin,New Shepard | NS-11,StatusActive,,Success,2019,May,Thu,2,815.0,USA
143,CASC,Long March 4B | Tianhui-2 Group 01,StatusActive,64.68 ,Success,2019,Apr,Mon,29,1372.0,China
144,CASC,Long March 3B/E | Beidou-3 IGSO-1,StatusActive,29.15 ,Success,2019,Apr,Sat,20,870.0,China
145,Northrop,Antares 230 | CRS NG-11,StatusRetired,85.0 ,Success,2019,Apr,Wed,17,1246.0,USA
146,SpaceX,Falcon Heavy | ArabSat 6A,StatusActive,90.0 ,Success,2019,Apr,Thu,11,1355.0,USA
147,Arianespace,Soyuz ST-B/Fregat-MT | O3b FM17-FM20,StatusActive,,Success,2019,Apr,Thu,4,1024.0,France
148,Roscosmos,Soyuz 2.1a | Progress MS-11 (72P),StatusActive,48.5 ,Success,2019,Apr,Thu,4,661.0,Kazakhstan
149,ISRO,PSLV-QL | EMISAT & Rideshares,StatusActive,21.0 ,Success,2019,Apr,Mon,1,237.0,India
150,CASC,Long March 3B/E | Tianlian-2,StatusActive,29.15 ,Success,2019,Mar,Sun,31,951.0,China
151,Rocket Lab,Electron/Curie | Two Thumbs Up,StatusActive,7.5 ,Success,2019,Mar,Thu,28,1407.0,New Zealand
152,OneSpace,OS-M1 | Lingque-1B,StatusActive,,Failure,2019,Mar,Wed,27,579.0,China
153,Arianespace,Vega | PRISMA,StatusActive,37.0 ,Success,2019,Mar,Fri,22,110.0,France
154,ULA,"Delta IV Medium+ (5,4) | WGS-10",StatusRetired,,Success,2019,Mar,Sat,16,26.0,USA
155,Roscosmos,Soyuz FG | Soyuz MS-12 (58S),StatusRetired,,Success,2019,Mar,Thu,14,1154.0,Kazakhstan
156,CASC,Long March 3B/E | Zhongxing-6C,StatusActive,29.15 ,Success,2019,Mar,Sat,9,988.0,China
157,Exos,SARGE | Launch 2,StatusActive,,Partial Failure,2019,Mar,Sat,2,1065.0,New Mexico
158,SpaceX,Falcon 9 Block 5 | SpaceX Demo-1,StatusActive,50.0 ,Success,2019,Mar,Sat,2,469.0,USA
159,Arianespace,Soyuz ST-B/Fregat-M | OneWeb #1,StatusActive,,Success,2019,Feb,Wed,27,1297.0,France
160,SpaceX,Falcon 9 Block 5 | Nusantara Satu & Beresheet,StatusActive,50.0 ,Success,2019,Feb,Fri,22,105.0,USA
161,VKS RF,Soyuz 2.1b/Fregat-M | EgyptSat-A,StatusActive,,Success,2019,Feb,Thu,21,1007.0,Kazakhstan
162,Arianespace,Ariane 5 ECA | GSAT-31 & Hellas-Sat-4,StatusActive,200.0 ,Success,2019,Feb,Tue,5,1261.0,France
163,ISA,Safir-1B+ | Dousti,StatusActive,,Failure,2019,Feb,Tue,5,,Iran
164,ISRO,PSLV-DL | Microsat-R,StatusActive,,Success,2019,Jan,Thu,24,1087.0,India
165,Blue Origin,New Shepard | NS-10,StatusActive,,Success,2019,Jan,Wed,23,905.0,USA
166,CASC,Long March 11 | Jilin-1 Hyperspectral & Others,StatusActive,5.3 ,Success,2019,Jan,Mon,21,342.0,China
167,ULA,Delta IV Heavy | NROL-71,StatusActive,350.0 ,Success,2019,Jan,Sat,19,1150.0,USA
168,JAXA,Epsilon PBS | Innovative Satellite Technology Demonstration-1,StatusActive,39.0 ,Success,2019,Jan,Fri,18,50.0,Japan
169,ISA,Simorgh | Payam-e Amirkabir,StatusActive,,Failure,2019,Jan,Tue,15,30.0,Iran
170,SpaceX,Falcon 9 Block 5 | Iridium-8,StatusActive,50.0 ,Success,2019,Jan,Fri,11,931.0,USA
171,CASC,Long March 3B/E | Zhongxing-2D (Chinasat-2D),StatusActive,29.15 ,Success,2019,Jan,Thu,10,1031.0,China
172,CASC,Long March 2D/YZ-3 | Hongyan-1,StatusActive,,Success,2018,Dec,Sat,29,482.0,China
173,Roscosmos,Soyuz 2.1a/Fregat | Kanopus-V No. 5-6 & Rideshares,StatusActive,48.5 ,Success,2018,Dec,Thu,27,127.0,Russia
174,CASC,Long March 3C/E | TJS-3,StatusActive,,Success,2018,Dec,Mon,24,1013.0,China
175,SpaceX,Falcon 9 Block 5 | GPS III SV01,StatusActive,50.0 ,Success,2018,Dec,Sun,23,831.0,USA
176,CASC,Long March 11 | Hongyun-1,StatusActive,5.3 ,Success,2018,Dec,Fri,21,1431.0,China
177,VKS RF,Proton-M/Briz-M | Blagovest No.13L,StatusActive,65.0 ,Success,2018,Dec,Fri,21,20.0,Kazakhstan
178,Arianespace,Soyuz ST-A/Fregat-M | CSO 1,StatusActive,,Success,2018,Dec,Wed,19,997.0,France
179,ISRO,GSLV Mk II | GSAT-7A,StatusActive,47.0 ,Success,2018,Dec,Wed,19,640.0,India
180,Rocket Lab,Electron/Curie | This one's for Pickering,StatusActive,7.5 ,Success,2018,Dec,Sun,16,393.0,New Zealand
181,CASC,Long March 3B/E | Chang'e-4,StatusActive,29.15 ,Success,2018,Dec,Fri,7,1103.0,China
182,CASC,"Long March 2D | SaudiSAT 5A, & 5B and Others",StatusActive,29.75 ,Success,2018,Dec,Fri,7,252.0,China
183,SpaceX,Falcon 9 Block 5 | CRS-16,StatusActive,50.0 ,Success,2018,Dec,Wed,5,1096.0,USA
184,Arianespace,Ariane 5 ECA | GSAT-11 & GEO-KOMPSAT 2A,StatusActive,200.0 ,Success,2018,Dec,Tue,4,1237.0,France
185,SpaceX,Falcon 9 Block 5 | Spaceflight SSO-A,StatusActive,50.0 ,Success,2018,Dec,Mon,3,1114.0,USA
186,Roscosmos,Soyuz FG | Soyuz MS-11 (57S),StatusRetired,,Success,2018,Dec,Mon,3,691.0,Kazakhstan
187,VKS RF,Rokot/Briz KM | Cosmos 2530 to 2532,StatusRetired,41.8 ,Success,2018,Nov,Fri,30,147.0,Russia
188,ISRO,PSLV-CA | HySIS,StatusActive,21.0 ,Success,2018,Nov,Thu,29,267.0,India
189,Arianespace,Vega | Mohammed VI-B,StatusActive,37.0 ,Success,2018,Nov,Wed,21,102.0,France
190,CASC,"Long March 2D | Shiyan-6, Jiading-1 (OKW-01), & Others",StatusActive,29.75 ,Success,2018,Nov,Mon,19,1420.0,China
191,CASC,Long March 3B/YZ-1 | BeiDou-3 M17 & M18,StatusActive,,Success,2018,Nov,Sun,18,1087.0,China
192,Northrop,Antares 230 | CRS NG-10,StatusRetired,85.0 ,Success,2018,Nov,Sat,17,541.0,USA
193,Roscosmos,Soyuz FG | Progress MS-10 (71P),StatusRetired,,Success,2018,Nov,Fri,16,1094.0,Kazakhstan
194,SpaceX,Falcon 9 Block 5 | Es'hail 2,StatusActive,50.0 ,Success,2018,Nov,Thu,15,1246.0,USA
195,ISRO,GSLV Mk III | GSAT 29,StatusActive,62.0 ,Success,2018,Nov,Wed,14,698.0,India
196,Rocket Lab,Electron/Curie | It's Business Time,StatusActive,7.5 ,Success,2018,Nov,Sun,11,230.0,New Zealand
197,Arianespace,Soyuz ST-B/Fregat-M | MetOp C,StatusActive,,Success,2018,Nov,Wed,7,47.0,France
198,VKS RF,Soyuz 2.1b/Fregat | GLONASS-M No.54S,StatusActive,48.5 ,Success,2018,Nov,Sat,3,1217.0,Russia
199,CASC,Long March 3B/E | Beidou-3 G1,StatusActive,29.15 ,Success,2018,Nov,Thu,1,957.0,China
200,MHI,"H-IIA 202 | Ibuki 2, KhalifaSat & Others",StatusActive,90.0 ,Success,2018,Oct,Mon,29,248.0,Japan
201,CASC,"Long March 2C | CFOSAT, Zhaojin-1, Hongyan-1, & Others",StatusActive,30.8 ,Success,2018,Oct,Mon,29,47.0,China
202,Landspace,ZhuQue-1 | CCTV Future-1,StatusRetired,,Failure,2018,Oct,Sat,27,480.0,China
203,Roscosmos,Soyuz 2.1b | Lotus-S No.4,StatusActive,35.0 ,Success,2018,Oct,Thu,25,15.0,Russia
204,CASC,Long March 4B | Haiyang-2B,StatusActive,64.68 ,Success,2018,Oct,Wed,24,1377.0,China
205,Arianespace,Ariane 5 ECA | BepiColombo,StatusActive,200.0 ,Success,2018,Oct,Sat,20,105.0,France
206,ULA,Atlas V 551 | AEHF-4,StatusActive,153.0 ,Success,2018,Oct,Wed,17,255.0,USA
207,CASC,Long March 3B/YZ-1 | BeiDou-3 M15 & M16,StatusActive,,Success,2018,Oct,Mon,15,263.0,China
208,Roscosmos,Soyuz FG | Soyuz MS-10 (56S),StatusRetired,,Failure,2018,Oct,Thu,11,520.0,Kazakhstan
209,CASC,Long March 2C | Yaogan-32 Group 01,StatusActive,30.8 ,Success,2018,Oct,Tue,9,163.0,China
210,SpaceX,Falcon 9 Block 5 | SAOCOM 1A,StatusActive,50.0 ,Success,2018,Oct,Mon,8,141.0,USA
211,ExPace,Kuaizhou 1A | CentiSpace-1 S1,StatusActive,,Success,2018,Sep,Sat,29,253.0,China
212,Arianespace,Ariane 5 ECA | Horizons-3e & Azerspace 2/Intelsat 38,StatusActive,200.0 ,Success,2018,Sep,Tue,25,1358.0,France
213,MHI,H-IIB | HTV-7,StatusRetired,112.5 ,Success,2018,Sep,Sat,22,1072.0,Japan
214,CASC,Long March 3B/YZ-1 | BeiDou-3 M13 & M14,StatusActive,,Success,2018,Sep,Wed,19,847.0,China
215,ISRO,PSLV-CA | SSTL-1 & NovaSAR-S,StatusActive,21.0 ,Success,2018,Sep,Sun,16,998.0,India
216,ULA,Delta II 7420-10C | ICESat-2,StatusRetired,,Success,2018,Sep,Sat,15,782.0,USA
217,SpaceX,Falcon 9 Block 5 | Telstar 18V / APStar 5C,StatusActive,50.0 ,Success,2018,Sep,Mon,10,285.0,USA
218,CASC,Long March 2C | Haiyang 1C (HY-1C),StatusActive,30.8 ,Success,2018,Sep,Fri,7,195.0,China
